duration_minutes,departure_hour,day_of_week,month,days_advance,is_direct,is_international,is_weekend,is_peak_hour,is_busy_month,is_major_hub,distance_km,price
660,15,6,0,20,1,1,1,0,1,1,8798,800
240,8,6,0,20,1,1,1,1,1,1,3199,300
660,8,6,0,20,1,1,1,1,1,1,8798,800
360,8,6,0,20,1,1,1,1,1,1,4799,550
280,8,6,0,20,1,1,1,1,1,1,3732,380
210,7,6,0,20,1,1,1,1,1,0,2799,200
220,7,6,0,20,1,1,1,1,1,1,2933,280
480,7,6,0,20,1,1,1,1,1,1,6398,600
200,6,6,0,19,1,1,1,1,1,0,2666,180
270,6,6,0,19,1,1,1,1,1,1,3599,400
600,6,6,0,19,1,1,1,1,1,1,7998,750
360,17,5,0,19,1,1,0,1,1,1,4799,550
270,17,5,0,19,1,1,0,1,1,1,3599,400
220,17,5,0,19,1,1,0,1,1,1,2933,280
600,16,5,0,19,1,1,0,0,1,1,7998,750
280,16,5,0,19,1,1,0,0,1,1,3732,380
210,16,5,0,19,1,1,0,0,1,0,2799,200
480,16,5,0,19,1,1,0,0,1,1,6398,600
200,15,5,0,19,1,1,0,0,1,0,2666,180
660,15,5,0,19,1,1,0,0,1,1,8798,800
240,15,5,0,19,1,1,0,0,1,1,3199,300
600,8,5,0,19,1,1,0,1,1,1,7998,750
240,8,5,0,19,1,1,0,1,1,1,3199,300
200,8,5,0,19,1,1,0,1,1,0,2666,180
210,8,5,0,19,1,1,0,1,1,0,2799,200
480,7,5,0,19,1,1,0,1,1,1,6398,600
660,7,5,0,19,1,1,0,1,1,1,8798,800
270,7,5,0,19,1,1,0,1,1,1,3599,400
220,6,5,0,18,1,1,0,1,1,1,2933,280
360,6,5,0,18,1,1,0,1,1,1,4799,550
280,6,5,0,18,1,1,0,1,1,1,3732,380
210,17,4,0,18,1,1,0,1,1,0,2799,200
200,17,4,0,18,1,1,0,1,1,0,2666,180
480,17,4,0,18,1,1,0,1,1,1,6398,600
360,17,4,0,18,1,1,0,1,1,1,4799,550
660,17,4,0,18,1,1,0,1,1,1,8798,800
270,17,4,0,18,1,1,0,1,1,1,3599,400
280,16,4,0,18,1,1,0,0,1,1,3732,380
240,16,4,0,18,1,1,0,0,1,1,3199,300
220,16,4,0,18,1,1,0,0,1,1,2933,280
600,16,4,0,18,1,1,0,0,1,1,7998,750
240,8,4,0,18,1,1,0,1,1,1,3199,300
220,8,4,0,18,1,1,0,1,1,1,2933,280
660,8,4,0,18,1,1,0,1,1,1,8798,800
200,8,4,0,18,1,1,0,1,1,0,2666,180
480,7,4,0,18,1,1,0,1,1,1,6398,600
360,7,4,0,18,1,1,0,1,1,1,4799,550
600,7,4,0,18,1,1,0,1,1,1,7998,750
270,6,4,0,17,1,1,0,1,1,1,3599,400
210,6,4,0,17,1,1,0,1,1,0,2799,200
280,6,4,0,17,1,1,0,1,1,1,3732,380
360,17,3,0,17,1,1,0,1,1,1,4799,550
660,17,3,0,17,1,1,0,1,1,1,8798,800
600,16,3,0,17,1,1,0,0,1,1,7998,750
240,16,3,0,17,1,1,0,0,1,1,3199,300
270,16,3,0,17,1,1,0,0,1,1,3599,400
210,16,3,0,17,1,1,0,0,1,0,2799,200
480,16,3,0,17,1,1,0,0,1,1,6398,600
200,15,3,0,17,1,1,0,0,1,0,2666,180
280,15,3,0,17,1,1,0,0,1,1,3732,380
220,15,3,0,17,1,1,0,0,1,1,2933,280
270,8,3,0,17,1,1,0,1,1,1,3599,400
600,8,3,0,17,1,1,0,1,1,1,7998,750
200,8,3,0,17,1,1,0,1,1,0,2666,180
480,7,3,0,17,1,1,0,1,1,1,6398,600
210,7,3,0,17,1,1,0,1,1,0,2799,200
280,7,3,0,17,1,1,0,1,1,1,3732,380
240,7,3,0,17,1,1,0,1,1,1,3199,300
660,7,3,0,17,1,1,0,1,1,1,8798,800
360,6,3,0,16,1,1,0,1,1,1,4799,550
220,6,3,0,16,1,1,0,1,1,1,2933,280
660,17,2,0,16,1,1,0,1,1,1,8798,800
270,17,2,0,16,1,1,0,1,1,1,3599,400
280,17,2,0,16,1,1,0,1,1,1,3732,380
210,16,2,0,16,1,1,0,0,1,0,2799,200
200,16,2,0,16,1,1,0,0,1,0,2666,180
360,16,2,0,16,1,1,0,0,1,1,4799,550
600,16,2,0,16,1,1,0,0,1,1,7998,750
480,15,2,0,16,1,1,0,0,1,1,6398,600
240,15,2,0,16,1,1,0,0,1,1,3199,300
220,15,2,0,16,1,1,0,0,1,1,2933,280
220,8,2,0,16,1,1,0,1,1,1,2933,280
210,8,2,0,16,1,1,0,1,1,0,2799,200
200,8,2,0,16,1,1,0,1,1,0,2666,180
240,8,2,0,16,1,1,0,1,1,1,3199,300
600,8,2,0,16,1,1,0,1,1,1,7998,750
360,7,2,0,16,1,1,0,1,1,1,4799,550
660,7,2,0,16,1,1,0,1,1,1,8798,800
280,7,2,0,16,1,1,0,1,1,1,3732,380
270,6,2,0,15,1,1,0,1,1,1,3599,400
480,6,2,0,15,1,1,0,1,1,1,6398,600
360,17,1,0,15,1,1,0,1,1,1,4799,550
280,17,1,0,15,1,1,0,1,1,1,3732,380
210,17,1,0,15,1,1,0,1,1,0,2799,200
240,17,1,0,15,1,1,0,1,1,1,3199,300
220,17,1,0,15,1,1,0,1,1,1,2933,280
660,16,1,0,15,1,1,0,0,1,1,8798,800
600,15,1,0,15,1,1,0,0,1,1,7998,750
200,15,1,0,15,1,1,0,0,1,0,2666,180
270,15,1,0,15,1,1,0,0,1,1,3599,400
480,15,1,0,15,1,1,0,0,1,1,6398,600
220,8,1,0,15,1,1,0,1,1,1,2933,280
360,7,1,0,15,1,1,0,1,1,1,4799,550
660,7,1,0,15,1,1,0,1,1,1,8798,800
200,7,1,0,15,1,1,0,1,1,0,2666,180
480,6,1,0,14,1,1,0,1,1,1,6398,600
280,6,1,0,14,1,1,0,1,1,1,3732,380
210,6,1,0,14,1,1,0,1,1,0,2799,200
270,6,1,0,14,1,1,0,1,1,1,3599,400
240,6,1,0,14,1,1,0,1,1,1,3199,300
600,6,1,0,14,1,1,0,1,1,1,7998,750
600,17,0,0,14,1,1,1,1,1,1,7998,750
220,17,0,0,14,1,1,1,1,1,1,2933,280
660,16,0,0,14,1,1,1,0,1,1,8798,800
210,16,0,0,14,1,1,1,0,1,0,2799,200
360,16,0,0,14,1,1,1,0,1,1,4799,550
480,15,0,0,14,1,1,1,0,1,1,6398,600
200,15,0,0,14,1,1,1,0,1,0,2666,180
240,15,0,0,14,1,1,1,0,1,1,3199,300
270,15,0,0,14,1,1,1,0,1,1,3599,400
280,15,0,0,14,1,1,1,0,1,1,3732,380
210,8,0,0,14,1,1,1,1,1,0,2799,200
220,8,0,0,14,1,1,1,1,1,1,2933,280
270,8,0,0,14,1,1,1,1,1,1,3599,400
240,8,0,0,14,1,1,1,1,1,1,3199,300
360,8,0,0,14,1,1,1,1,1,1,4799,550
660,7,0,0,14,1,1,1,1,1,1,8798,800
480,7,0,0,14,1,1,1,1,1,1,6398,600
280,7,0,0,14,1,1,1,1,1,1,3732,380
600,6,0,0,13,1,1,1,1,1,1,7998,750
200,6,0,0,13,1,1,1,1,1,0,2666,180
600,17,6,0,13,1,1,1,1,1,1,7998,750
220,17,6,0,13,1,1,1,1,1,1,2933,280
270,17,6,0,13,1,1,1,1,1,1,3599,400
200,17,6,0,13,1,1,1,1,1,0,2666,180
660,16,6,0,13,1,1,1,0,1,1,8798,800
240,15,6,0,13,1,1,1,0,1,1,3199,300
210,15,6,0,13,1,1,1,0,1,0,2799,200
280,15,6,0,13,1,1,1,0,1,1,3732,380
480,15,6,0,13,1,1,1,0,1,1,6398,600
360,15,6,0,13,1,1,1,0,1,1,4799,550
660,7,6,0,13,1,1,1,1,1,1,8798,800
210,7,6,0,13,1,1,1,1,1,0,2799,200
480,7,6,0,13,1,1,1,1,1,1,6398,600
240,7,6,0,13,1,1,1,1,1,1,3199,300
600,6,6,0,12,1,1,1,1,1,1,7998,750
220,6,6,0,12,1,1,1,1,1,1,2933,280
270,6,6,0,12,1,1,1,1,1,1,3599,400
200,6,6,0,12,1,1,1,1,1,0,2666,180
280,6,6,0,12,1,1,1,1,1,1,3732,380
360,6,6,0,12,1,1,1,1,1,1,4799,550
220,17,5,0,12,1,1,0,1,1,1,2933,280
270,17,5,0,12,1,1,0,1,1,1,3599,400
200,17,5,0,12,1,1,0,1,1,0,2666,180
360,17,5,0,12,1,1,0,1,1,1,4799,550
480,16,5,0,12,1,1,0,0,1,1,6398,600
210,16,5,0,12,1,1,0,0,1,0,2799,200
280,16,5,0,12,1,1,0,0,1,1,3732,380
660,16,5,0,12,1,1,0,0,1,1,8798,800
600,15,5,0,12,1,1,0,0,1,1,7998,750
240,15,5,0,12,1,1,0,0,1,1,3199,300
270,8,5,0,12,1,1,0,1,1,1,3599,400
210,8,5,0,12,1,1,0,1,1,0,2799,200
280,8,5,0,12,1,1,0,1,1,1,3732,380
200,8,5,0,12,1,1,0,1,1,0,2666,180
240,8,5,0,12,1,1,0,1,1,1,3199,300
600,8,5,0,12,1,1,0,1,1,1,7998,750
480,7,5,0,12,1,1,0,1,1,1,6398,600
660,7,5,0,12,1,1,0,1,1,1,8798,800
220,7,5,0,12,1,1,0,1,1,1,2933,280
360,6,5,0,11,1,1,0,1,1,1,4799,550
480,17,4,0,11,1,1,0,1,1,1,6398,600
360,17,4,0,11,1,1,0,1,1,1,4799,550
270,17,4,0,11,1,1,0,1,1,1,3599,400
210,17,4,0,11,1,1,0,1,1,0,2799,200
200,17,4,0,11,1,1,0,1,1,0,2666,180
280,16,4,0,11,1,1,0,0,1,1,3732,380
240,16,4,0,11,1,1,0,0,1,1,3199,300
220,15,4,0,11,1,1,0,0,1,1,2933,280
660,15,4,0,11,1,1,0,0,1,1,8798,800
600,15,4,0,11,1,1,0,0,1,1,7998,750
240,8,4,0,11,1,1,0,1,1,1,3199,300
280,8,4,0,11,1,1,0,1,1,1,3732,380
480,8,4,0,11,1,1,0,1,1,1,6398,600
200,7,4,0,11,1,1,0,1,1,0,2666,180
210,6,4,0,10,1,1,0,1,1,0,2799,200
660,6,4,0,10,1,1,0,1,1,1,8798,800
360,6,4,0,10,1,1,0,1,1,1,4799,550
600,6,4,0,10,1,1,0,1,1,1,7998,750
270,6,4,0,10,1,1,0,1,1,1,3599,400
220,6,4,0,10,1,1,0,1,1,1,2933,280
210,17,3,0,10,1,1,0,1,1,0,2799,200
360,17,3,0,10,1,1,0,1,1,1,4799,550
240,17,3,0,10,1,1,0,1,1,1,3199,300
220,17,3,0,10,1,1,0,1,1,1,2933,280
280,16,3,0,10,1,1,0,0,1,1,3732,380
660,16,3,0,10,1,1,0,0,1,1,8798,800
600,16,3,0,10,1,1,0,0,1,1,7998,750
480,16,3,0,10,1,1,0,0,1,1,6398,600
200,15,3,0,10,1,1,0,0,1,0,2666,180
270,15,3,0,10,1,1,0,0,1,1,3599,400
270,8,3,0,10,1,1,0,1,1,1,3599,400
200,8,3,0,10,1,1,0,1,1,0,2666,180
480,7,3,0,10,1,1,0,1,1,1,6398,600
660,7,3,0,10,1,1,0,1,1,1,8798,800
280,7,3,0,10,1,1,0,1,1,1,3732,380
210,7,3,0,10,1,1,0,1,1,0,2799,200
600,7,3,0,10,1,1,0,1,1,1,7998,750
240,6,3,0,9,1,1,0,1,1,1,3199,300
220,6,3,0,9,1,1,0,1,1,1,2933,280
360,6,3,0,9,1,1,0,1,1,1,4799,550
240,17,2,0,9,1,1,0,1,1,1,3199,300
220,17,2,0,9,1,1,0,1,1,1,2933,280
270,17,2,0,9,1,1,0,1,1,1,3599,400
210,17,2,0,9,1,1,0,1,1,0,2799,200
200,16,2,0,9,1,1,0,0,1,0,2666,180
660,16,2,0,9,1,1,0,0,1,1,8798,800
600,16,2,0,9,1,1,0,0,1,1,7998,750
480,16,2,0,9,1,1,0,0,1,1,6398,600
360,15,2,0,9,1,1,0,0,1,1,4799,550
280,15,2,0,9,1,1,0,0,1,1,3732,380
210,8,2,0,9,1,1,0,1,1,0,2799,200
200,8,2,0,9,1,1,0,1,1,0,2666,180
240,8,2,0,9,1,1,0,1,1,1,3199,300
600,8,2,0,9,1,1,0,1,1,1,7998,750
220,8,2,0,9,1,1,0,1,1,1,2933,280
270,7,2,0,9,1,1,0,1,1,1,3599,400
480,7,2,0,9,1,1,0,1,1,1,6398,600
660,7,2,0,9,1,1,0,1,1,1,8798,800
360,7,2,0,9,1,1,0,1,1,1,4799,550
280,6,2,0,8,1,1,0,1,1,1,3732,380
600,17,1,0,8,1,1,0,1,1,1,7998,750
220,17,1,0,8,1,1,0,1,1,1,2933,280
270,17,1,0,8,1,1,0,1,1,1,3599,400
210,17,1,0,8,1,1,0,1,1,0,2799,200
200,17,1,0,8,1,1,0,1,1,0,2666,180
480,17,1,0,8,1,1,0,1,1,1,6398,600
360,17,1,0,8,1,1,0,1,1,1,4799,550
280,16,1,0,8,1,1,0,0,1,1,3732,380
240,16,1,0,8,1,1,0,0,1,1,3199,300
660,16,1,0,8,1,1,0,0,1,1,8798,800
220,8,1,0,8,1,1,0,1,1,1,2933,280
270,8,1,0,8,1,1,0,1,1,1,3599,400
660,8,1,0,8,1,1,0,1,1,1,8798,800
360,8,1,0,8,1,1,0,1,1,1,4799,550
480,8,1,0,8,1,1,0,1,1,1,6398,600
200,8,1,0,8,1,1,0,1,1,0,2666,180
210,7,1,0,8,1,1,0,1,1,0,2799,200
280,7,1,0,8,1,1,0,1,1,1,3732,380
240,7,1,0,8,1,1,0,1,1,1,3199,300
600,6,1,0,7,1,1,0,1,1,1,7998,750
480,17,0,0,7,1,1,1,1,1,1,6398,600
360,17,0,0,7,1,1,1,1,1,1,4799,550
270,17,0,0,7,1,1,1,1,1,1,3599,400
210,17,0,0,7,1,1,1,1,1,0,2799,200
600,17,0,0,7,1,1,1,1,1,1,7998,750
660,16,0,0,7,1,1,1,0,1,1,8798,800
240,16,0,0,7,1,1,1,0,1,1,3199,300
280,16,0,0,7,1,1,1,0,1,1,3732,380
200,15,0,0,7,1,1,1,0,1,0,2666,180
220,15,0,0,7,1,1,1,0,1,1,2933,280
270,8,0,0,7,1,1,1,1,1,1,3599,400
660,8,0,0,7,1,1,1,1,1,1,8798,800
360,7,0,0,7,1,1,1,1,1,1,4799,550
210,7,0,0,7,1,1,1,1,1,0,2799,200
280,7,0,0,7,1,1,1,1,1,1,3732,380
480,6,0,0,6,1,1,1,1,1,1,6398,600
200,6,0,0,6,1,1,1,1,1,0,2666,180
220,6,0,0,6,1,1,1,1,1,1,2933,280
600,6,0,0,6,1,1,1,1,1,1,7998,750
240,6,0,0,6,1,1,1,1,1,1,3199,300
660,17,6,0,6,1,1,1,1,1,1,8798,800
600,17,6,0,6,1,1,1,1,1,1,7998,750
270,17,6,0,6,1,1,1,1,1,1,3599,400
210,16,6,0,6,1,1,1,0,1,0,2799,200
480,16,6,0,6,1,1,1,0,1,1,6398,600
360,16,6,0,6,1,1,1,0,1,1,4799,550
200,15,6,0,6,1,1,1,0,1,0,2666,180
280,15,6,0,6,1,1,1,0,1,1,3732,380
240,15,6,0,6,1,1,1,0,1,1,3199,300
220,15,6,0,6,1,1,1,0,1,1,2933,280
270,8,6,0,6,1,1,1,1,1,1,3599,400
220,8,6,0,6,1,1,1,1,1,1,2933,280
240,8,6,0,6,1,1,1,1,1,1,3199,300
480,8,6,0,6,1,1,1,1,1,1,6398,600
200,8,6,0,6,1,1,1,1,1,0,2666,180
360,8,6,0,6,1,1,1,1,1,1,4799,550
600,7,6,0,6,1,1,1,1,1,1,7998,750
210,6,6,0,5,1,1,1,1,1,0,2799,200
280,6,6,0,5,1,1,1,1,1,1,3732,380
660,6,6,0,5,1,1,1,1,1,1,8798,800
240,17,5,0,5,1,1,0,1,1,1,3199,300
220,16,5,0,5,1,1,0,0,1,1,2933,280
660,16,5,0,5,1,1,0,0,1,1,8798,800
270,16,5,0,5,1,1,0,0,1,1,3599,400
280,16,5,0,5,1,1,0,0,1,1,3732,380
210,16,5,0,5,1,1,0,0,1,0,2799,200
200,16,5,0,5,1,1,0,0,1,0,2666,180
600,15,5,0,5,1,1,0,0,1,1,7998,750
480,15,5,0,5,1,1,0,0,1,1,6398,600
360,15,5,0,5,1,1,0,0,1,1,4799,550
660,8,5,0,5,1,1,0,1,1,1,8798,800
360,8,5,0,5,1,1,0,1,1,1,4799,550
240,8,5,0,5,1,1,0,1,1,1,3199,300
